1 , 0 , 1 , 0 , 8 , 0 , 8  
1 , 1 , 1 , 10 , 18 , 0 , 8  
1 , 2 , 1 , 20 , 28 , 0 , 8  
1 , 3 , 1 , 30 , 38 , 0 , 8  
1 , 4 , 1 , 40 , 48 , 0 , 8  
1 , 5 , 1 , 50 , 58 , 0 , 8  
1 , 6 , 1 , 60 , 68 , 0 , 8  
1 , 7 , 1 , 70 , 78 , 0 , 8  
1 , 8 , 1 , 80 , 88 , 0 , 8  
1 , 9 , 1 , 90 , 98 , 0 , 8  
1 , 10 , 1 , 100 , 108 , 0 , 8  
1 , 11 , 1 , 110 , 118 , 0 , 8  
1 , 12 , 1 , 120 , 128 , 0 , 8  
1 , 13 , 1 , 130 , 138 , 0 , 8  
1 , 14 , 1 , 140 , 148 , 0 , 8  
1 , 15 , 1 , 150 , 158 , 0 , 8  
1 , 16 , 1 , 160 , 168 , 0 , 8  
1 , 17 , 1 , 170 , 178 , 0 , 8  
1 , 18 , 1 , 180 , 188 , 0 , 8  
1 , 19 , 1 , 190 , 198 , 0 , 8  
1 , 20 , 1 , 200 , 208 , 0 , 8  
1 , 21 , 1 , 210 , 218 , 0 , 8  
1 , 22 , 1 , 220 , 228 , 0 , 8  
1 , 23 , 1 , 230 , 238 , 0 , 8  
1 , 24 , 1 , 240 , 248 , 0 , 8  
1 , 25 , 1 , 250 , 258 , 0 , 8  
1 , 26 , 1 , 260 , 268 , 0 , 8  
1 , 27 , 1 , 270 , 278 , 0 , 8  
1 , 28 , 1 , 280 , 288 , 0 , 8  
1 , 29 , 1 , 290 , 298 , 0 , 8  
1 , 30 , 1 , 300 , 308 , 0 , 8  
1 , 31 , 1 , 310 , 318 , 0 , 8  
1 , 32 , 1 , 320 , 328 , 0 , 8  
1 , 33 , 1 , 330 , 338 , 0 , 8  
1 , 34 , 1 , 340 , 348 , 0 , 8  
1 , 35 , 1 , 350 , 358 , 0 , 8  
1 , 36 , 1 , 360 , 368 , 0 , 8  
1 , 37 , 1 , 370 , 378 , 0 , 8  
1 , 38 , 1 , 380 , 388 , 0 , 8  
1 , 39 , 1 , 390 , 398 , 0 , 8  
1 , 40 , 1 , 400 , 408 , 0 , 8  
1 , 41 , 1 , 410 , 418 , 0 , 8  
1 , 42 , 1 , 420 , 428 , 0 , 8  
1 , 43 , 1 , 430 , 438 , 0 , 8  
1 , 44 , 1 , 440 , 448 , 0 , 8  
1 , 45 , 1 , 450 , 458 , 0 , 8  
1 , 46 , 1 , 460 , 468 , 0 , 8  
1 , 47 , 1 , 470 , 478 , 0 , 8  
1 , 48 , 1 , 480 , 488 , 0 , 8  
1 , 49 , 1 , 490 , 498 , 0 , 8  
