1 , 0 , 1 , 1 , 2  
1 , 1 , 1 , 2 , 3  
1 , 2 , 1 , 3 , 4  
1 , 3 , 1 , 4 , 5  
1 , 4 , 1 , 5 , 6  
1 , 5 , 1 , 6 , 7  
1 , 6 , 1 , 7 , 8  
1 , 7 , 1 , 8 , 9  
1 , 8 , 1 , 9 , 10  
1 , 9 , 1 , 10 , 11  
1 , 10 , 1 , 11 , 12  
1 , 11 , 1 , 12 , 13  
1 , 12 , 1 , 13 , 14  
1 , 13 , 1 , 14 , 15  
1 , 14 , 1 , 15 , 16  
1 , 15 , 1 , 16 , 17  
1 , 16 , 1 , 17 , 18  
1 , 17 , 1 , 18 , 19  
1 , 18 , 1 , 19 , 20  
1 , 19 , 1 , 20 , 21  
1 , 20 , 1 , 21 , 22  
1 , 21 , 1 , 22 , 23  
1 , 22 , 1 , 23 , 24  
1 , 23 , 1 , 24 , 25  
1 , 24 , 1 , 25 , 26  
1 , 25 , 1 , 26 , 27  
1 , 26 , 1 , 27 , 28  
1 , 27 , 1 , 28 , 29  
1 , 28 , 1 , 29 , 30  
1 , 29 , 1 , 30 , 31  
1 , 30 , 1 , 31 , 32  
1 , 31 , 1 , 32 , 33  
1 , 32 , 1 , 33 , 34  
1 , 33 , 1 , 34 , 35  
1 , 34 , 1 , 35 , 36  
1 , 35 , 1 , 36 , 37  
1 , 36 , 1 , 37 , 38  
1 , 37 , 1 , 38 , 39  
1 , 38 , 1 , 39 , 40  
1 , 39 , 1 , 40 , 41  
1 , 40 , 1 , 41 , 42  
1 , 41 , 1 , 42 , 43  
1 , 42 , 1 , 43 , 44  
1 , 43 , 1 , 44 , 45  
1 , 44 , 1 , 45 , 46  
1 , 45 , 1 , 46 , 47  
1 , 46 , 1 , 47 , 48  
1 , 47 , 1 , 48 , 49  
1 , 48 , 1 , 49 , 50  
1 , 49 , 1 , 50 , 51  
