1 , 0 , 1 , 268435440  
1 , 1 , 1 , 268435438  
1 , 2 , 1 , 268435436  
1 , 3 , 1 , 268435434  
1 , 4 , 1 , 268435432  
1 , 5 , 1 , 268435430  
1 , 6 , 1 , 268435428  
1 , 7 , 1 , 268435426  
1 , 8 , 1 , 268435424  
1 , 9 , 1 , 268435422  
1 , 10 , 1 , 268435420  
1 , 11 , 1 , 268435418  
1 , 12 , 1 , 268435416  
1 , 13 , 1 , 268435414  
1 , 14 , 1 , 268435412  
1 , 15 , 1 , 268435410  
1 , 16 , 1 , 268435408  
1 , 17 , 1 , 268435406  
1 , 18 , 1 , 268435404  
1 , 19 , 1 , 268435402  
1 , 20 , 1 , 268435400  
1 , 21 , 1 , 268435398  
1 , 22 , 1 , 268435396  
1 , 23 , 1 , 268435394  
1 , 24 , 1 , 268435392  
1 , 25 , 1 , 268435390  
1 , 26 , 1 , 268435388  
1 , 27 , 1 , 268435386  
1 , 28 , 1 , 268435384  
1 , 29 , 1 , 268435382  
1 , 30 , 1 , 268435380  
1 , 31 , 1 , 268435378  
1 , 32 , 1 , 268435376  
1 , 33 , 1 , 268435374  
1 , 34 , 1 , 268435372  
1 , 35 , 1 , 268435370  
1 , 36 , 1 , 268435368  
1 , 37 , 1 , 268435366  
1 , 38 , 1 , 268435364  
1 , 39 , 1 , 268435362  
1 , 40 , 1 , 268435360  
1 , 41 , 1 , 268435358  
1 , 42 , 1 , 268435356  
1 , 43 , 1 , 268435354  
1 , 44 , 1 , 268435352  
1 , 45 , 1 , 268435350  
1 , 46 , 1 , 268435348  
1 , 47 , 1 , 268435346  
1 , 48 , 1 , 268435344  
1 , 49 , 1 , 268435342  
