1 , 0 , 1 , 268435441  
1 , 1 , 1 , 268435439  
1 , 2 , 1 , 268435437  
1 , 3 , 1 , 268435435  
1 , 4 , 1 , 268435433  
1 , 5 , 1 , 268435431  
1 , 6 , 1 , 268435429  
1 , 7 , 1 , 268435427  
1 , 8 , 1 , 268435425  
1 , 9 , 1 , 268435423  
1 , 10 , 1 , 268435421  
1 , 11 , 1 , 268435419  
1 , 12 , 1 , 268435417  
1 , 13 , 1 , 268435415  
1 , 14 , 1 , 268435413  
1 , 15 , 1 , 268435411  
1 , 16 , 1 , 268435409  
1 , 17 , 1 , 268435407  
1 , 18 , 1 , 268435405  
1 , 19 , 1 , 268435403  
1 , 20 , 1 , 268435401  
1 , 21 , 1 , 268435399  
1 , 22 , 1 , 268435397  
1 , 23 , 1 , 268435395  
1 , 24 , 1 , 268435393  
1 , 25 , 1 , 268435391  
1 , 26 , 1 , 268435389  
1 , 27 , 1 , 268435387  
1 , 28 , 1 , 268435385  
1 , 29 , 1 , 268435383  
1 , 30 , 1 , 268435381  
1 , 31 , 1 , 268435379  
1 , 32 , 1 , 268435377  
1 , 33 , 1 , 268435375  
1 , 34 , 1 , 268435373  
1 , 35 , 1 , 268435371  
1 , 36 , 1 , 268435369  
1 , 37 , 1 , 268435367  
1 , 38 , 1 , 268435365  
1 , 39 , 1 , 268435363  
1 , 40 , 1 , 268435361  
1 , 41 , 1 , 268435359  
1 , 42 , 1 , 268435357  
1 , 43 , 1 , 268435355  
1 , 44 , 1 , 268435353  
1 , 45 , 1 , 268435351  
1 , 46 , 1 , 268435349  
1 , 47 , 1 , 268435347  
1 , 48 , 1 , 268435345  
1 , 49 , 1 , 268435343  
