1 , 0 , 1 , 6 , 4 , 6 , 4  
1 , 1 , 1 , 16 , 14 , 6 , 4  
1 , 2 , 1 , 26 , 24 , 6 , 4  
1 , 3 , 1 , 36 , 34 , 6 , 4  
1 , 4 , 1 , 46 , 44 , 6 , 4  
1 , 5 , 1 , 56 , 54 , 6 , 4  
1 , 6 , 1 , 66 , 64 , 6 , 4  
1 , 7 , 1 , 76 , 74 , 6 , 4  
1 , 8 , 1 , 86 , 84 , 6 , 4  
1 , 9 , 1 , 96 , 94 , 6 , 4  
1 , 10 , 1 , 106 , 104 , 6 , 4  
1 , 11 , 1 , 116 , 114 , 6 , 4  
1 , 12 , 1 , 126 , 124 , 6 , 4  
1 , 13 , 1 , 136 , 134 , 6 , 4  
1 , 14 , 1 , 146 , 144 , 6 , 4  
1 , 15 , 1 , 156 , 154 , 6 , 4  
1 , 16 , 1 , 166 , 164 , 6 , 4  
1 , 17 , 1 , 176 , 174 , 6 , 4  
1 , 18 , 1 , 186 , 184 , 6 , 4  
1 , 19 , 1 , 196 , 194 , 6 , 4  
1 , 20 , 1 , 206 , 204 , 6 , 4  
1 , 21 , 1 , 216 , 214 , 6 , 4  
1 , 22 , 1 , 226 , 224 , 6 , 4  
1 , 23 , 1 , 236 , 234 , 6 , 4  
1 , 24 , 1 , 246 , 244 , 6 , 4  
1 , 25 , 1 , 256 , 254 , 6 , 4  
1 , 26 , 1 , 266 , 264 , 6 , 4  
1 , 27 , 1 , 276 , 274 , 6 , 4  
1 , 28 , 1 , 286 , 284 , 6 , 4  
1 , 29 , 1 , 296 , 294 , 6 , 4  
1 , 30 , 1 , 306 , 304 , 6 , 4  
1 , 31 , 1 , 316 , 314 , 6 , 4  
1 , 32 , 1 , 326 , 324 , 6 , 4  
1 , 33 , 1 , 336 , 334 , 6 , 4  
1 , 34 , 1 , 346 , 344 , 6 , 4  
1 , 35 , 1 , 356 , 354 , 6 , 4  
1 , 36 , 1 , 366 , 364 , 6 , 4  
1 , 37 , 1 , 376 , 374 , 6 , 4  
1 , 38 , 1 , 386 , 384 , 6 , 4  
1 , 39 , 1 , 396 , 394 , 6 , 4  
1 , 40 , 1 , 406 , 404 , 6 , 4  
1 , 41 , 1 , 416 , 414 , 6 , 4  
1 , 42 , 1 , 426 , 424 , 6 , 4  
1 , 43 , 1 , 436 , 434 , 6 , 4  
1 , 44 , 1 , 446 , 444 , 6 , 4  
1 , 45 , 1 , 456 , 454 , 6 , 4  
1 , 46 , 1 , 466 , 464 , 6 , 4  
1 , 47 , 1 , 476 , 474 , 6 , 4  
1 , 48 , 1 , 486 , 484 , 6 , 4  
1 , 49 , 1 , 496 , 494 , 6 , 4  
