1 , 0 , 1 , 7 , 3 , 7 , 3  
1 , 1 , 1 , 17 , 13 , 7 , 3  
1 , 2 , 1 , 27 , 23 , 7 , 3  
1 , 3 , 1 , 37 , 33 , 7 , 3  
1 , 4 , 1 , 47 , 43 , 7 , 3  
1 , 5 , 1 , 57 , 53 , 7 , 3  
1 , 6 , 1 , 67 , 63 , 7 , 3  
1 , 7 , 1 , 77 , 73 , 7 , 3  
1 , 8 , 1 , 87 , 83 , 7 , 3  
1 , 9 , 1 , 97 , 93 , 7 , 3  
1 , 10 , 1 , 107 , 103 , 7 , 3  
1 , 11 , 1 , 117 , 113 , 7 , 3  
1 , 12 , 1 , 127 , 123 , 7 , 3  
1 , 13 , 1 , 137 , 133 , 7 , 3  
1 , 14 , 1 , 147 , 143 , 7 , 3  
1 , 15 , 1 , 157 , 153 , 7 , 3  
1 , 16 , 1 , 167 , 163 , 7 , 3  
1 , 17 , 1 , 177 , 173 , 7 , 3  
1 , 18 , 1 , 187 , 183 , 7 , 3  
1 , 19 , 1 , 197 , 193 , 7 , 3  
1 , 20 , 1 , 207 , 203 , 7 , 3  
1 , 21 , 1 , 217 , 213 , 7 , 3  
1 , 22 , 1 , 227 , 223 , 7 , 3  
1 , 23 , 1 , 237 , 233 , 7 , 3  
1 , 24 , 1 , 247 , 243 , 7 , 3  
1 , 25 , 1 , 257 , 253 , 7 , 3  
1 , 26 , 1 , 267 , 263 , 7 , 3  
1 , 27 , 1 , 277 , 273 , 7 , 3  
1 , 28 , 1 , 287 , 283 , 7 , 3  
1 , 29 , 1 , 297 , 293 , 7 , 3  
1 , 30 , 1 , 307 , 303 , 7 , 3  
1 , 31 , 1 , 317 , 313 , 7 , 3  
1 , 32 , 1 , 327 , 323 , 7 , 3  
1 , 33 , 1 , 337 , 333 , 7 , 3  
1 , 34 , 1 , 347 , 343 , 7 , 3  
1 , 35 , 1 , 357 , 353 , 7 , 3  
1 , 36 , 1 , 367 , 363 , 7 , 3  
1 , 37 , 1 , 377 , 373 , 7 , 3  
1 , 38 , 1 , 387 , 383 , 7 , 3  
1 , 39 , 1 , 397 , 393 , 7 , 3  
1 , 40 , 1 , 407 , 403 , 7 , 3  
1 , 41 , 1 , 417 , 413 , 7 , 3  
1 , 42 , 1 , 427 , 423 , 7 , 3  
1 , 43 , 1 , 437 , 433 , 7 , 3  
1 , 44 , 1 , 447 , 443 , 7 , 3  
1 , 45 , 1 , 457 , 453 , 7 , 3  
1 , 46 , 1 , 467 , 463 , 7 , 3  
1 , 47 , 1 , 477 , 473 , 7 , 3  
1 , 48 , 1 , 487 , 483 , 7 , 3  
1 , 49 , 1 , 497 , 493 , 7 , 3  
