1 , 0 , 1 , 0 , 0  
1 , 1 , 1 , 2 , 0  
1 , 2 , 1 , 4 , 0  
1 , 3 , 1 , 6 , 0  
1 , 4 , 1 , 8 , 0  
1 , 5 , 1 , 10 , 0  
1 , 6 , 1 , 12 , 0  
1 , 7 , 1 , 14 , 0  
1 , 8 , 1 , 16 , 0  
1 , 9 , 1 , 18 , 0  
1 , 10 , 1 , 20 , 0  
1 , 11 , 1 , 22 , 0  
1 , 12 , 1 , 24 , 0  
1 , 13 , 1 , 26 , 0  
1 , 14 , 1 , 28 , 0  
1 , 15 , 1 , 30 , 0  
1 , 16 , 1 , 32 , 0  
1 , 17 , 1 , 34 , 0  
1 , 18 , 1 , 36 , 0  
1 , 19 , 1 , 38 , 0  
1 , 20 , 1 , 40 , 0  
1 , 21 , 1 , 42 , 0  
1 , 22 , 1 , 44 , 0  
1 , 23 , 1 , 46 , 0  
1 , 24 , 1 , 48 , 0  
1 , 25 , 1 , 50 , 0  
1 , 26 , 1 , 52 , 0  
1 , 27 , 1 , 54 , 0  
1 , 28 , 1 , 56 , 0  
1 , 29 , 1 , 58 , 0  
1 , 30 , 1 , 60 , 0  
1 , 31 , 1 , 62 , 0  
1 , 32 , 1 , 64 , 0  
1 , 33 , 1 , 66 , 0  
1 , 34 , 1 , 68 , 0  
1 , 35 , 1 , 70 , 0  
1 , 36 , 1 , 72 , 0  
1 , 37 , 1 , 74 , 0  
1 , 38 , 1 , 76 , 0  
1 , 39 , 1 , 78 , 0  
1 , 40 , 1 , 80 , 0  
1 , 41 , 1 , 82 , 0  
1 , 42 , 1 , 84 , 0  
1 , 43 , 1 , 86 , 0  
1 , 44 , 1 , 88 , 0  
1 , 45 , 1 , 90 , 0  
1 , 46 , 1 , 92 , 0  
1 , 47 , 1 , 94 , 0  
1 , 48 , 1 , 96 , 0  
1 , 49 , 1 , 98 , 0  
