1 , 0 , 1 , 0 , 500000  
1 , 1 , 1 , 1 , 500000  
1 , 2 , 1 , 2 , 500000  
1 , 3 , 1 , 3 , 500000  
1 , 4 , 1 , 4 , 500000  
1 , 5 , 1 , 5 , 500000  
1 , 6 , 1 , 6 , 500000  
1 , 7 , 1 , 7 , 500000  
1 , 8 , 1 , 8 , 500000  
1 , 9 , 1 , 9 , 500000  
1 , 10 , 1 , 10 , 500000  
1 , 11 , 1 , 11 , 500000  
1 , 12 , 1 , 12 , 500000  
1 , 13 , 1 , 13 , 500000  
1 , 14 , 1 , 14 , 500000  
1 , 15 , 1 , 15 , 500000  
1 , 16 , 1 , 16 , 500000  
1 , 17 , 1 , 17 , 500000  
1 , 18 , 1 , 18 , 500000  
1 , 19 , 1 , 19 , 500000  
1 , 20 , 1 , 20 , 500000  
1 , 21 , 1 , 21 , 500000  
1 , 22 , 1 , 22 , 500000  
1 , 23 , 1 , 23 , 500000  
1 , 24 , 1 , 24 , 500000  
1 , 25 , 1 , 25 , 500000  
1 , 26 , 1 , 26 , 500000  
1 , 27 , 1 , 27 , 500000  
1 , 28 , 1 , 28 , 500000  
1 , 29 , 1 , 29 , 500000  
1 , 30 , 1 , 30 , 500000  
1 , 31 , 1 , 31 , 500000  
1 , 32 , 1 , 32 , 500000  
1 , 33 , 1 , 33 , 500000  
1 , 34 , 1 , 34 , 500000  
1 , 35 , 1 , 35 , 500000  
1 , 36 , 1 , 36 , 500000  
1 , 37 , 1 , 37 , 500000  
1 , 38 , 1 , 38 , 500000  
1 , 39 , 1 , 39 , 500000  
1 , 40 , 1 , 40 , 500000  
1 , 41 , 1 , 41 , 500000  
1 , 42 , 1 , 42 , 500000  
1 , 43 , 1 , 43 , 500000  
1 , 44 , 1 , 44 , 500000  
1 , 45 , 1 , 45 , 500000  
1 , 46 , 1 , 46 , 500000  
1 , 47 , 1 , 47 , 500000  
1 , 48 , 1 , 48 , 500000  
1 , 49 , 1 , 49 , 500000  
