1 , 0 , 1 , 0  
1 , 1 , 1 , 2  
1 , 2 , 1 , 4  
1 , 3 , 1 , 6  
1 , 4 , 1 , 8  
1 , 5 , 1 , 10  
1 , 6 , 1 , 12  
1 , 7 , 1 , 14  
1 , 8 , 1 , 16  
1 , 9 , 1 , 18  
1 , 10 , 1 , 20  
1 , 11 , 1 , 22  
1 , 12 , 1 , 24  
1 , 13 , 1 , 26  
1 , 14 , 1 , 28  
1 , 15 , 1 , 30  
1 , 16 , 1 , 32  
1 , 17 , 1 , 34  
1 , 18 , 1 , 36  
1 , 19 , 1 , 38  
1 , 20 , 1 , 40  
1 , 21 , 1 , 42  
1 , 22 , 1 , 44  
1 , 23 , 1 , 46  
1 , 24 , 1 , 48  
1 , 25 , 1 , 50  
1 , 26 , 1 , 52  
1 , 27 , 1 , 54  
1 , 28 , 1 , 56  
1 , 29 , 1 , 58  
1 , 30 , 1 , 60  
1 , 31 , 1 , 62  
1 , 32 , 1 , 64  
1 , 33 , 1 , 66  
1 , 34 , 1 , 68  
1 , 35 , 1 , 70  
1 , 36 , 1 , 72  
1 , 37 , 1 , 74  
1 , 38 , 1 , 76  
1 , 39 , 1 , 78  
1 , 40 , 1 , 80  
1 , 41 , 1 , 82  
1 , 42 , 1 , 84  
1 , 43 , 1 , 86  
1 , 44 , 1 , 88  
1 , 45 , 1 , 90  
1 , 46 , 1 , 92  
1 , 47 , 1 , 94  
1 , 48 , 1 , 96  
1 , 49 , 1 , 98  
