1 , 0 , 1 , 0 , -2 , 7  
1 , 1 , 1 , 1 , -2 , 7  
1 , 2 , 1 , 2 , -2 , 7  
1 , 3 , 1 , 3 , -2 , 7  
1 , 4 , 1 , 4 , -2 , 7  
1 , 5 , 1 , 5 , -2 , 7  
1 , 6 , 1 , 6 , -2 , 7  
1 , 7 , 1 , 7 , -2 , 7  
1 , 8 , 1 , 8 , -2 , 7  
1 , 9 , 1 , 9 , -2 , 7  
1 , 10 , 1 , 10 , -2 , 7  
1 , 11 , 1 , 11 , -2 , 7  
1 , 12 , 1 , 12 , -2 , 7  
1 , 13 , 1 , 13 , -2 , 7  
1 , 14 , 1 , 14 , -2 , 7  
1 , 15 , 1 , 15 , -2 , 7  
1 , 16 , 1 , 16 , -2 , 7  
1 , 17 , 1 , 17 , -2 , 7  
1 , 18 , 1 , 18 , -2 , 7  
1 , 19 , 1 , 19 , -2 , 7  
1 , 20 , 1 , 20 , -2 , 7  
1 , 21 , 1 , 21 , -2 , 7  
1 , 22 , 1 , 22 , -2 , 7  
1 , 23 , 1 , 23 , -2 , 7  
1 , 24 , 1 , 24 , -2 , 7  
1 , 25 , 1 , 25 , -2 , 7  
1 , 26 , 1 , 26 , -2 , 7  
1 , 27 , 1 , 27 , -2 , 7  
1 , 28 , 1 , 28 , -2 , 7  
1 , 29 , 1 , 29 , -2 , 7  
1 , 30 , 1 , 30 , -2 , 7  
1 , 31 , 1 , 31 , -2 , 7  
1 , 32 , 1 , 32 , -2 , 7  
1 , 33 , 1 , 33 , -2 , 7  
1 , 34 , 1 , 34 , -2 , 7  
1 , 35 , 1 , 35 , -2 , 7  
1 , 36 , 1 , 36 , -2 , 7  
1 , 37 , 1 , 37 , -2 , 7  
1 , 38 , 1 , 38 , -2 , 7  
1 , 39 , 1 , 39 , -2 , 7  
1 , 40 , 1 , 40 , -2 , 7  
1 , 41 , 1 , 41 , -2 , 7  
1 , 42 , 1 , 42 , -2 , 7  
1 , 43 , 1 , 43 , -2 , 7  
1 , 44 , 1 , 44 , -2 , 7  
1 , 45 , 1 , 45 , -2 , 7  
1 , 46 , 1 , 46 , -2 , 7  
1 , 47 , 1 , 47 , -2 , 7  
1 , 48 , 1 , 48 , -2 , 7  
1 , 49 , 1 , 49 , -2 , 7  
