1 , 0 , 1 , 9 , 7 , 9 , 7  
1 , 1 , 1 , 19 , 17 , 9 , 7  
1 , 2 , 1 , 29 , 27 , 9 , 7  
1 , 3 , 1 , 39 , 37 , 9 , 7  
1 , 4 , 1 , 49 , 47 , 9 , 7  
1 , 5 , 1 , 59 , 57 , 9 , 7  
1 , 6 , 1 , 69 , 67 , 9 , 7  
1 , 7 , 1 , 79 , 77 , 9 , 7  
1 , 8 , 1 , 89 , 87 , 9 , 7  
1 , 9 , 1 , 99 , 97 , 9 , 7  
1 , 10 , 1 , 109 , 107 , 9 , 7  
1 , 11 , 1 , 119 , 117 , 9 , 7  
1 , 12 , 1 , 129 , 127 , 9 , 7  
1 , 13 , 1 , 139 , 137 , 9 , 7  
1 , 14 , 1 , 149 , 147 , 9 , 7  
1 , 15 , 1 , 159 , 157 , 9 , 7  
1 , 16 , 1 , 169 , 167 , 9 , 7  
1 , 17 , 1 , 179 , 177 , 9 , 7  
1 , 18 , 1 , 189 , 187 , 9 , 7  
1 , 19 , 1 , 199 , 197 , 9 , 7  
1 , 20 , 1 , 209 , 207 , 9 , 7  
1 , 21 , 1 , 219 , 217 , 9 , 7  
1 , 22 , 1 , 229 , 227 , 9 , 7  
1 , 23 , 1 , 239 , 237 , 9 , 7  
1 , 24 , 1 , 249 , 247 , 9 , 7  
1 , 25 , 1 , 259 , 257 , 9 , 7  
1 , 26 , 1 , 269 , 267 , 9 , 7  
1 , 27 , 1 , 279 , 277 , 9 , 7  
1 , 28 , 1 , 289 , 287 , 9 , 7  
1 , 29 , 1 , 299 , 297 , 9 , 7  
1 , 30 , 1 , 309 , 307 , 9 , 7  
1 , 31 , 1 , 319 , 317 , 9 , 7  
1 , 32 , 1 , 329 , 327 , 9 , 7  
1 , 33 , 1 , 339 , 337 , 9 , 7  
1 , 34 , 1 , 349 , 347 , 9 , 7  
1 , 35 , 1 , 359 , 357 , 9 , 7  
1 , 36 , 1 , 369 , 367 , 9 , 7  
1 , 37 , 1 , 379 , 377 , 9 , 7  
1 , 38 , 1 , 389 , 387 , 9 , 7  
1 , 39 , 1 , 399 , 397 , 9 , 7  
1 , 40 , 1 , 409 , 407 , 9 , 7  
1 , 41 , 1 , 419 , 417 , 9 , 7  
1 , 42 , 1 , 429 , 427 , 9 , 7  
1 , 43 , 1 , 439 , 437 , 9 , 7  
1 , 44 , 1 , 449 , 447 , 9 , 7  
1 , 45 , 1 , 459 , 457 , 9 , 7  
1 , 46 , 1 , 469 , 467 , 9 , 7  
1 , 47 , 1 , 479 , 477 , 9 , 7  
1 , 48 , 1 , 489 , 487 , 9 , 7  
1 , 49 , 1 , 499 , 497 , 9 , 7  
