1 , 0 , 1 , 0  
1 , 1 , 1 , 4  
1 , 2 , 1 , 8  
1 , 3 , 1 , 12  
1 , 4 , 1 , 16  
1 , 5 , 1 , 20  
1 , 6 , 1 , 24  
1 , 7 , 1 , 28  
1 , 8 , 1 , 32  
1 , 9 , 1 , 36  
1 , 10 , 1 , 40  
1 , 11 , 1 , 44  
1 , 12 , 1 , 48  
1 , 13 , 1 , 52  
1 , 14 , 1 , 56  
1 , 15 , 1 , 60  
1 , 16 , 1 , 64  
1 , 17 , 1 , 68  
1 , 18 , 1 , 72  
1 , 19 , 1 , 76  
1 , 20 , 1 , 80  
1 , 21 , 1 , 84  
1 , 22 , 1 , 88  
1 , 23 , 1 , 92  
1 , 24 , 1 , 96  
1 , 25 , 1 , 100  
1 , 26 , 1 , 104  
1 , 27 , 1 , 108  
1 , 28 , 1 , 112  
1 , 29 , 1 , 116  
1 , 30 , 1 , 120  
1 , 31 , 1 , 124  
1 , 32 , 1 , 128  
1 , 33 , 1 , 132  
1 , 34 , 1 , 136  
1 , 35 , 1 , 140  
1 , 36 , 1 , 144  
1 , 37 , 1 , 148  
1 , 38 , 1 , 152  
1 , 39 , 1 , 156  
1 , 40 , 1 , 160  
1 , 41 , 1 , 164  
1 , 42 , 1 , 168  
1 , 43 , 1 , 172  
1 , 44 , 1 , 176  
1 , 45 , 1 , 180  
1 , 46 , 1 , 184  
1 , 47 , 1 , 188  
1 , 48 , 1 , 192  
1 , 49 , 1 , 196  
