1 , 0 , 1 , 5 , 4 , 5 , 4  
1 , 1 , 1 , 15 , 14 , 5 , 4  
1 , 2 , 1 , 25 , 24 , 5 , 4  
1 , 3 , 1 , 35 , 34 , 5 , 4  
1 , 4 , 1 , 45 , 44 , 5 , 4  
1 , 5 , 1 , 55 , 54 , 5 , 4  
1 , 6 , 1 , 65 , 64 , 5 , 4  
1 , 7 , 1 , 75 , 74 , 5 , 4  
1 , 8 , 1 , 85 , 84 , 5 , 4  
1 , 9 , 1 , 95 , 94 , 5 , 4  
1 , 10 , 1 , 105 , 104 , 5 , 4  
1 , 11 , 1 , 115 , 114 , 5 , 4  
1 , 12 , 1 , 125 , 124 , 5 , 4  
1 , 13 , 1 , 135 , 134 , 5 , 4  
1 , 14 , 1 , 145 , 144 , 5 , 4  
1 , 15 , 1 , 155 , 154 , 5 , 4  
1 , 16 , 1 , 165 , 164 , 5 , 4  
1 , 17 , 1 , 175 , 174 , 5 , 4  
1 , 18 , 1 , 185 , 184 , 5 , 4  
1 , 19 , 1 , 195 , 194 , 5 , 4  
1 , 20 , 1 , 205 , 204 , 5 , 4  
1 , 21 , 1 , 215 , 214 , 5 , 4  
1 , 22 , 1 , 225 , 224 , 5 , 4  
1 , 23 , 1 , 235 , 234 , 5 , 4  
1 , 24 , 1 , 245 , 244 , 5 , 4  
1 , 25 , 1 , 255 , 254 , 5 , 4  
1 , 26 , 1 , 265 , 264 , 5 , 4  
1 , 27 , 1 , 275 , 274 , 5 , 4  
1 , 28 , 1 , 285 , 284 , 5 , 4  
1 , 29 , 1 , 295 , 294 , 5 , 4  
1 , 30 , 1 , 305 , 304 , 5 , 4  
1 , 31 , 1 , 315 , 314 , 5 , 4  
1 , 32 , 1 , 325 , 324 , 5 , 4  
1 , 33 , 1 , 335 , 334 , 5 , 4  
1 , 34 , 1 , 345 , 344 , 5 , 4  
1 , 35 , 1 , 355 , 354 , 5 , 4  
1 , 36 , 1 , 365 , 364 , 5 , 4  
1 , 37 , 1 , 375 , 374 , 5 , 4  
1 , 38 , 1 , 385 , 384 , 5 , 4  
1 , 39 , 1 , 395 , 394 , 5 , 4  
1 , 40 , 1 , 405 , 404 , 5 , 4  
1 , 41 , 1 , 415 , 414 , 5 , 4  
1 , 42 , 1 , 425 , 424 , 5 , 4  
1 , 43 , 1 , 435 , 434 , 5 , 4  
1 , 44 , 1 , 445 , 444 , 5 , 4  
1 , 45 , 1 , 455 , 454 , 5 , 4  
1 , 46 , 1 , 465 , 464 , 5 , 4  
1 , 47 , 1 , 475 , 474 , 5 , 4  
1 , 48 , 1 , 485 , 484 , 5 , 4  
1 , 49 , 1 , 495 , 494 , 5 , 4  
